order_item_id,order_id,item_id
447,167,16
448,168,11
449,168,3
450,168,16
451,169,19
452,170,11
453,171,18
454,171,11
455,172,6
456,173,14
457,174,20
458,174,20
459,175,20
460,175,20
461,176,21
462,176,7
463,177,2
464,177,10
465,177,21
466,178,17
467,178,24
468,178,21
469,179,5
470,180,1
471,180,20
472,181,14
473,181,24
474,182,19
475,182,20
476,182,4
477,182,5
478,183,20
479,184,20
480,184,14
481,185,2
482,185,10
483,185,14
484,185,20
485,186,18
486,186,22
487,186,7
488,187,20
489,188,11
490,189,11
491,189,22
492,189,11
493,190,10
494,190,11
495,191,12
496,191,3
497,191,16
498,192,4
499,192,14
500,192,24
501,193,20
502,193,20
503,194,13
504,195,11
505,196,16
506,196,3
507,196,8
508,196,14
509,196,9
510,197,22
511,197,23
512,198,1
513,198,20
514,199,20
515,199,11
516,200,23
517,200,11
518,201,24
519,201,20
520,202,5
521,202,4
522,202,7
523,202,1
524,203,10
525,203,24
526,204,18
527,205,20
528,205,11
529,205,4
530,206,17
531,206,1
532,206,11
533,207,18
534,207,5
535,208,18
536,208,19
537,209,20
538,210,20
539,210,20
540,210,2
541,210,9
542,211,1
543,211,14
544,211,11
545,211,5
546,212,11
547,213,20
548,213,22
549,214,4
550,214,11
551,214,10
552,214,12
553,214,20
554,214,18
555,215,17
556,215,15
557,215,21
558,216,2
559,216,12
560,216,11
561,217,20
562,217,4
563,218,1
564,218,15
565,219,2
566,219,10
567,219,7
568,219,5
569,219,16
570,219,11
571,220,14
572,220,1
573,220,7
574,220,21
575,221,22
576,221,20
577,221,3
578,221,13
579,222,4
580,222,18
581,223,20
582,223,14
583,223,3
584,223,7
585,223,13
586,224,11
587,224,2
588,225,1
589,225,9
590,225,4
591,226,3
592,226,19
593,227,20
594,227,22
595,228,18
596,228,4
597,228,18
598,229,4
599,229,12
600,230,16
601,230,2
602,230,10
603,230,5
604,230,12
605,231,18
606,231,1
607,231,14
608,231,10
609,232,17
610,232,1
611,232,6
612,233,20
613,233,11
614,234,18
615,235,4
616,235,9
617,235,1
618,236,17
619,236,2
620,236,15
621,237,20
622,237,1
623,237,14
624,237,8
625,237,12
626,238,4
627,238,13
628,238,13
629,238,10
630,239,24
631,239,1
632,240,20
633,240,23
634,240,1
635,240,8
636,241,20
637,242,11
638,242,12
639,242,20
640,243,23
641,243,22
642,244,20
643,245,23
644,245,16
645,246,23
646,246,3
647,246,11
648,247,20
649,248,4
650,248,11
651,248,13
652,248,3
653,248,11
654,249,3
655,250,11
656,250,11
657,250,3
658,250,6
659,250,5
660,251,20
661,252,2
662,252,5
663,252,12
664,252,2
665,252,2
666,252,11
667,253,8
668,254,11
669,255,14
670,255,17
671,256,1
672,257,18
673,257,11
674,257,20
675,258,21
676,258,16
677,258,1
678,258,10
679,258,8
680,259,21
681,259,17
682,259,20
683,260,2
684,261,20
685,261,24
686,261,20
687,262,21
688,262,11
689,262,20
690,263,20
691,263,2
692,263,13
693,263,11
694,264,12
695,264,20
696,265,20
697,266,11
698,266,11
699,266,5
700,267,1
701,267,14
702,268,22
703,268,11
704,268,18
705,269,19
706,269,1
707,269,16
708,270,16
709,270,11
710,271,20
711,271,4
712,271,16
713,272,11
714,272,2
715,273,15
716,273,20
717,273,1
718,274,11
719,275,14
720,276,17
721,277,24
722,277,1
723,277,17
724,278,20
725,278,11
726,279,13
727,279,20
728,280,22
729,280,3
730,280,5
731,280,4
732,280,15
733,281,20
734,281,12
735,281,17
736,282,11
737,282,17
738,283,22
739,283,3
740,283,16
741,283,7
742,284,11
743,284,20
744,285,20
745,286,11
746,286,11
747,286,11
748,287,11
749,287,23
750,287,2
751,288,21
752,288,20
753,288,20
754,289,11
755,290,22
756,290,2
757,290,10
758,290,9
759,290,18
760,291,4
761,291,11
762,291,19
763,292,21
764,292,1
765,292,7
766,292,10
767,292,7
768,292,3
769,292,9
770,292,10
771,293,11
772,293,20
773,293,20
774,294,11
775,294,11
776,295,5
777,296,11
778,297,18
779,297,1
780,297,14
781,297,19
782,298,2
783,298,20
784,299,20
785,299,16
786,300,4
787,300,7
788,300,19
789,300,19
790,301,22
791,301,5
792,301,11
793,302,5
794,302,20
795,303,1
796,303,10
797,304,11
798,305,14
799,305,24
800,306,21
801,307,1
802,308,10
803,308,2
804,308,10
805,308,6
806,308,8
807,309,12
808,310,20
809,310,21
810,310,20
811,311,3
812,311,5
813,311,6
814,311,16
815,311,20
816,312,22
817,313,6
818,314,1
819,314,14
820,314,12
821,314,11
822,314,17
823,315,20
824,315,4
825,315,13
826,316,4
827,316,12
828,317,11
829,317,1
830,317,10
831,317,7
832,317,15
833,317,11
834,318,13
835,318,17
836,318,11
837,319,4
838,319,5
839,319,12
840,319,10
841,319,10
842,319,20
843,320,20
844,321,2
845,321,9
846,321,15
847,321,7
848,321,13
849,322,11
850,322,20
851,323,20
852,323,24
853,323,11
854,324,1
855,324,13
856,325,15
857,325,1
858,326,16
859,326,2
860,326,1
861,326,10
862,326,6
863,327,9
864,328,23
865,328,19
866,328,10
867,329,2
868,329,21
869,330,11
870,331,20
871,332,20
872,332,4
873,333,3
874,333,15
875,333,13
876,333,11
877,334,17
878,334,20
879,335,16
880,335,11
881,336,11
882,336,3
883,336,15
884,336,11
885,336,13
886,336,6
887,337,3
888,338,1
889,338,11
890,339,1
891,339,5
892,339,8
893,339,19
894,340,11
895,341,18
896,341,15
897,341,1
898,341,11
899,342,11
900,343,22
901,343,3
902,343,12
903,343,9
904,343,1
905,343,11
906,343,14
907,343,10
908,344,20
909,344,2
910,344,9
911,344,13
912,344,16
913,344,20
914,345,7
915,346,20
916,346,20
917,346,11
918,347,2
919,347,17
920,348,2
921,348,10
922,348,15
923,349,23
924,349,18
925,350,11
926,350,20
927,351,9
928,351,4
929,351,7
930,352,7
931,353,11
932,353,20
933,353,2
934,354,14
935,354,20
936,355,11
937,355,4
938,355,5
939,355,7
940,356,5
941,356,17
942,357,20
943,357,24
944,358,13
945,358,2
946,358,1
947,359,8
948,360,20
949,360,24
950,360,19
951,361,20
952,361,2
953,361,14
954,361,9
955,361,16
956,362,3
957,363,20
958,363,16
959,364,11
960,364,18
961,365,19
962,365,3
963,365,6
964,365,9
965,365,1
966,365,15
967,365,9
968,366,13
969,366,4
970,367,20
971,367,2
972,367,16
973,367,8
974,367,7
975,368,11
976,368,3
977,368,5
978,368,23
979,369,8
980,369,8
981,369,11
982,370,22
983,370,2
984,370,5
985,370,13
986,371,20
987,371,22
988,371,16
989,372,22
990,373,20
991,374,2
992,374,5
993,374,7
994,374,14
995,374,22
996,374,2
997,374,15
998,375,3
999,376,12
1000,377,3
1001,377,20
1002,378,22
1003,379,11
1004,380,24
1005,381,11
1006,381,20
1007,382,11
1008,382,18
1009,382,23
1010,383,4
1011,384,22
1012,384,22
1013,384,2
1014,385,11
1015,385,20
1016,386,4
1017,386,11
1018,386,1
1019,386,12
1020,386,6
1021,386,8
1022,387,20
1023,387,16
1024,387,20
1025,388,21
1026,388,11
1027,389,1
1028,389,11
1029,390,3
1030,390,14
1031,390,11
1032,390,19
1033,391,23
1034,392,20
1035,393,1
1036,393,12
1037,393,15
1038,393,15
1039,394,1
1040,394,5
1041,394,17
1042,394,24
1043,395,11
1044,395,5
1045,395,22
1046,396,20
1047,396,8
1048,397,20
1049,397,3
1050,398,20
1051,398,24
1052,398,20
1053,399,20
1054,400,7
1055,400,22
1056,401,21
1057,401,4
1058,401,6
1059,401,9
1060,401,7
1061,402,20
1062,402,3
1063,402,14
1064,402,8
1065,402,12
1066,402,13
1067,403,21
1068,403,20
1069,404,20
1070,405,6
1071,406,8
1072,406,14
1073,407,22
1074,407,12
1075,407,24
1076,408,12
1077,408,5
1078,409,1
1079,409,5
1080,409,13
1081,409,20
1082,410,2
1083,410,23
1084,411,2
1085,411,16
1086,411,12
1087,411,4
1088,411,8
1089,411,5
1090,412,19
1091,412,23
1092,413,13
1093,413,11
1094,414,20
1095,415,21
1096,415,11
1097,416,23
1098,416,3
1099,416,5
1100,417,22
1101,417,20
1102,417,17
1103,418,11
1104,418,4
1105,418,20
1106,419,22
1107,419,16
1108,419,13
1109,420,20
1110,420,11
1111,421,4
1112,421,20
1113,421,24
1114,422,13
1115,423,20
1116,423,24
1117,423,3
1118,423,5
1119,424,7
1120,424,20
1121,424,11
1122,425,11
1123,425,20
1124,426,4
1125,426,14
1126,426,9
1127,426,9
1128,426,3
1129,426,13
1130,426,6
1131,426,13
1132,427,5
1133,427,20
1134,428,11
1135,428,11
1136,429,20
1137,429,20
1138,429,23
1139,430,11
1140,430,15
1141,430,18
1142,431,23
1143,432,20
1144,432,4
1145,432,5
1146,432,15
1147,433,20
1148,434,20
1149,435,23
1150,435,15
1151,436,2
1152,436,24
1153,437,17
1154,438,7
1155,438,4
1156,438,16
1157,438,16
1158,438,8
1159,439,3
1160,439,3
1161,439,16
1162,439,5
1163,439,10
1164,440,20
1165,440,21
1166,440,20
1167,441,4
1168,441,6
1169,441,15
1170,441,14
1171,441,19
1172,441,20
1173,442,2
1174,442,14
1175,442,13
1176,442,20
1177,442,20
1178,443,20
1179,444,24
1180,445,2
1181,445,16
1182,445,5
1183,445,9
1184,445,2
1185,445,15
1186,446,8
1187,446,20
1188,446,2
1189,447,11
1190,448,21
1191,448,11
1192,448,11
1193,449,17
1194,450,1
1195,450,6
1196,450,4
1197,450,14
1198,451,15
1199,451,11
1200,451,11
1201,452,11
1202,452,17
1203,453,20
1204,453,23
1205,453,20
1206,454,11
1207,455,10
1208,455,11
1209,456,3
1210,457,22
1211,458,8
1212,458,8
1213,458,11
1214,459,11
1215,459,21
1216,459,20
1217,460,11
1218,461,11
1219,461,20
1220,462,11
1221,462,19
1222,463,13
1223,463,20
1224,464,15
1225,465,11
1226,466,2
1227,466,7
1228,466,5
1229,466,11
1230,467,1
1231,467,10
1232,467,20
1233,467,8
1234,468,15
1235,469,1
1236,469,23
1237,470,2
1238,470,5
1239,470,2
1240,470,13
1241,471,20
1242,472,2
1243,472,5
1244,472,10
1245,472,7
1246,473,20
1247,473,6
1248,473,12
1249,474,22
1250,474,20
1251,475,20
1252,475,19
1253,476,20
1254,477,22
1255,478,11
1256,479,5
1257,479,11
1258,479,5
1259,480,12
1260,481,11
1261,481,5
1262,481,5
1263,482,24
1264,483,4
1265,483,15
1266,483,1
1267,483,11
1268,484,20
1269,485,20
1270,486,4
1271,486,5
1272,486,11
1273,486,20
1274,487,18
1275,487,19
1276,487,19
1277,488,20
1278,488,17
1279,488,20
1280,489,14
1281,489,2
1282,490,4
1283,490,3
1284,491,17
1285,492,15
1286,492,4
1287,492,2
1288,492,12
1289,492,15
1290,492,8
1291,493,3
1292,493,13
1293,493,13
1294,493,13
1295,493,8
1296,494,9
1297,494,11
1298,494,11
1299,495,4
1300,495,5
1301,496,16
1302,497,11
1303,497,11
1304,498,11
1305,499,2
1306,499,12
1307,500,23
1308,500,18
1309,500,11
1310,501,19
1311,501,1
1312,501,14
1313,501,6
1314,502,17
1315,503,9
1316,503,11
1317,504,18
1318,504,15
1319,504,8
1320,505,11
1321,506,1
1322,506,9
1323,506,22
1324,507,11
1325,507,15
1326,507,8
1327,508,8
1328,508,20
1329,509,2
1330,509,15
1331,509,7
1332,510,11
1333,510,11
1334,510,11
1335,511,20
1336,511,20
1337,512,20
1338,512,11
1339,512,19
1340,513,12
1341,514,20
1342,515,20
1343,515,20
1344,515,24
1345,516,3
1346,516,14
1347,517,20
1348,518,20
1349,518,4
1350,518,20
1351,519,20
1352,520,3
1353,520,16
1354,520,3
1355,521,20
1356,521,4
1357,521,7
1358,521,8
1359,522,3
1360,522,24
1361,522,22
1362,523,8
1363,523,5
1364,524,22
1365,524,11
1366,524,2
1367,524,14
1368,525,11
1369,525,20
1370,525,20
1371,526,3
1372,526,22
1373,527,5
1374,527,20
1375,527,3
1376,527,13
1377,528,11
1378,528,20
1379,529,23
1380,529,4
1381,529,10
1382,529,5
1383,529,12
1384,529,20
1385,530,20
1386,530,24
1387,530,11
1388,531,10
1389,531,12
1390,532,11
1391,532,4
1392,533,11
1393,533,20
1394,534,7
1395,534,20
1396,534,20
1397,535,4
1398,535,14
1399,535,13
1400,535,9
1401,535,13
1402,535,20
1403,536,4
1404,536,10
1405,536,10
1406,536,3
1407,536,15
1408,537,17
1409,537,11
1410,538,19
1411,539,11
1412,539,11
1413,539,11
1414,540,6
1415,540,9
1416,540,20
1417,541,22
1418,541,2
1419,541,19
1420,542,24
1421,543,20
1422,543,20
1423,544,11
1424,545,23
1425,546,23
1426,547,2
1427,547,3
1428,548,11
1429,549,20
1430,550,3
1431,550,16
1432,550,6
1433,550,10
1434,550,10
1435,550,20
1436,551,11
1437,551,11
1438,552,21
1439,552,20
1440,553,11
1441,553,11
1442,553,11
1443,554,11
1444,555,4
1445,555,11
1446,555,24
1447,556,5
1448,556,20
1449,556,20
1450,557,17
1451,557,1
1452,557,17
1453,558,5
1454,559,6
1455,560,1
1456,560,5
1457,560,16
1458,560,3
1459,560,9
1460,561,18
1461,561,23
1462,561,1
1463,561,15
1464,561,7
1465,562,4
1466,562,12
1467,562,11
1468,563,3
1469,563,13
1470,563,3
1471,563,5
1472,563,7
1473,563,7
1474,563,1
1475,563,10
1476,564,1
1477,564,16
1478,564,1
1479,564,15
1480,564,16
1481,564,6
1482,565,4
1483,565,5
1484,565,15
1485,565,8
1486,566,1
1487,566,3
1488,566,11
1489,566,14
1490,566,14
1491,566,22
1492,567,9
1493,567,20
1494,567,11
1495,568,6
1496,568,23
1497,568,24
1498,569,5
1499,569,11
1500,569,2
1501,569,11
1502,570,12
1503,570,19
1504,571,19
1505,571,5
1506,571,11
1507,572,21
1508,573,11
1509,573,2
1510,573,14
1511,573,20
1512,574,12
1513,574,2
1514,574,8
1515,574,9
1516,575,4
1517,576,7
1518,576,15
1519,577,4
1520,577,2
1521,577,8
1522,577,9
1523,577,5
1524,578,22
1525,578,21
1526,579,8
1527,579,2
1528,579,9
1529,579,16
1530,579,6
1531,579,17
1532,580,11
1533,580,2
1534,580,7
1535,580,10
1536,580,3
1537,581,10
1538,581,20
1539,582,1
1540,582,7
1541,582,13
1542,582,15
1543,582,20
1544,583,20
1545,583,7
1546,584,20
1547,585,18
1548,585,1
1549,585,14
1550,585,19
1551,586,2
1552,586,16
1553,586,16
1554,586,9
1555,586,20
1556,586,20
1557,587,13
1558,588,20
1559,588,11
1560,589,20
1561,589,20
1562,590,17
1563,591,20
1564,592,20
1565,592,11
1566,592,11
1567,593,7
1568,593,24
1569,594,5
1570,595,21
1571,595,16
1572,595,11
1573,596,20
1574,596,2
1575,596,13
1576,596,5
1577,596,6
1578,597,2
1579,598,23
1580,598,1
1581,598,6
1582,598,13
1583,598,20
1584,599,11
1585,599,11
1586,599,22
1587,600,9
1588,600,5
1589,600,20
1590,601,11
1591,601,7
1592,601,16
1593,602,10
1594,603,22
1595,603,1
1596,603,4
1597,603,16
1598,603,15
1599,603,16
1600,604,17
1601,605,18
1602,605,20
1603,606,23
1604,607,11
1605,607,11
1606,608,18
1607,608,1
1608,609,20
1609,609,3
1610,609,2
1611,610,18
1612,610,20
1613,611,21
1614,611,23
1615,612,11
1616,612,11
1617,612,3
1618,613,22
1619,613,11
1620,614,20
1621,614,3
1622,614,20
1623,615,3
1624,615,11
1625,615,8
1626,615,7
1627,616,20
1628,616,20
1629,616,4
1630,616,7
1631,616,15
1632,617,11
1633,618,11
1634,619,24
1635,620,20
1636,621,2
1637,621,14
1638,622,21
1639,622,4
1640,622,8
1641,622,11
1642,623,9
1643,623,23
1644,624,20
1645,624,22
1646,625,24
1647,625,12
1648,625,11
1649,626,22
1650,626,24
1651,626,17
1652,627,20
1653,628,20
1654,628,21
1655,628,23
1656,629,20
1657,629,11
1658,630,23
1659,630,20
1660,631,11
1661,631,11
1662,631,24
1663,632,18
1664,632,21
1665,632,2
1666,633,11
1667,633,8
1668,633,19
1669,634,10
1670,635,20
1671,635,20
1672,636,24
1673,636,20
1674,636,6
1675,637,20
1676,638,17
1677,638,3
1678,638,7
1679,638,15
1680,638,10
1681,638,2
1682,638,14
1683,638,8
1684,639,11
1685,640,20
1686,640,5
1687,641,4
1688,641,7
1689,641,5
1690,641,6
1691,641,11
1692,641,1
1693,641,6
1694,641,15
1695,641,8
1696,642,20
1697,642,23
1698,642,21
1699,643,18
1700,643,18
1701,644,20
1702,645,20
1703,645,2
1704,645,16
1705,645,13
1706,646,6
1707,647,1
1708,647,2
1709,647,6
1710,647,14
1711,647,6
1712,648,2
1713,648,8
1714,648,16
1715,648,8
1716,648,20
1717,648,21
1718,649,20
1719,649,20
1720,650,3
1721,650,10
1722,650,11
1723,650,16
1724,650,17
1725,651,2
1726,651,10
1727,652,11
1728,652,21
1729,652,1
1730,652,10
1731,653,20
1732,653,23
1733,653,23
1734,654,20
1735,655,11
1736,655,11
1737,656,2
1738,656,13
1739,656,3
1740,656,11
1741,656,16
1742,656,20
1743,657,11
1744,657,20
1745,657,11
1746,658,3
1747,658,20
1748,658,20
1749,659,20
1750,659,21
1751,659,18
1752,660,8
1753,660,20
1754,661,11
1755,661,20
1756,661,20
1757,662,19
1758,662,23
1759,662,11
1760,663,22
1761,663,10
1762,663,20
1763,664,11
1764,665,7
1765,665,20
1766,665,21
1767,666,11
1768,666,1
1769,666,20
1770,667,21
1771,668,23
1772,668,2
1773,668,6
1774,668,13
1775,668,14
1776,668,20
1777,669,11
1778,669,23
1779,670,21
1780,670,10
1781,671,23
1782,672,3
1783,672,16
1784,672,23
1785,672,3
1786,672,7
1787,672,12
1788,673,23
1789,673,5
1790,674,1
1791,674,9
1792,674,1
1793,675,3
1794,675,3
1795,675,12
1796,676,19
1797,676,4
1798,677,11
1799,678,12
1800,678,20
1801,678,12
1802,679,11
1803,679,21
1804,680,12
1805,681,2
1806,681,20
1807,681,24
1808,682,7
1809,683,4
1810,683,14
1811,684,1
1812,684,10
1813,685,17
1814,686,20
1815,686,1
1816,686,11
1817,686,16
1818,686,14
1819,686,3
1820,687,19
1821,687,22
1822,687,4
1823,687,10
1824,687,16
1825,688,20
1826,688,1
1827,688,11
1828,689,20
1829,690,23
1830,690,21
1831,690,14
1832,691,10
1833,692,20
1834,692,3
1835,692,7
1836,692,6
1837,693,1
1838,693,10
1839,693,7
1840,693,11
1841,694,16
1842,694,20
1843,695,24
1844,695,4
1845,695,3
1846,696,20
1847,696,1
1848,696,7
1849,696,7
1850,697,2
1851,697,7
1852,697,13
1853,697,15
1854,697,20
1855,698,20
1856,698,4
1857,698,6
1858,698,9
1859,698,14
1860,699,2
1861,699,10
1862,700,21
1863,701,16
1864,702,11
1865,703,11
1866,704,11
1867,705,20
1868,705,2
1869,705,12
1870,705,14
1871,705,10
1872,706,21
1873,706,24
1874,707,20
1875,708,3
1876,708,4
1877,709,2
1878,709,10
1879,709,14
1880,709,15
1881,709,21
1882,710,20
1883,711,20
1884,712,20
1885,712,10
1886,713,17
1887,713,3
1888,713,15
1889,713,6
1890,713,12
1891,714,2
1892,714,5
1893,715,4
1894,716,4
1895,716,20
1896,716,20
1897,717,20
1898,718,2
1899,718,11
1900,718,15
1901,718,16
1902,718,1
1903,718,6
1904,718,7
1905,719,11
1906,719,4
1907,720,24
1908,720,17
1909,721,4
1910,721,7
1911,721,10
1912,721,1
1913,721,2
1914,721,13
1915,722,2
1916,722,16
1917,722,1
1918,722,11
1919,722,13
1920,723,11
1921,724,20
1922,725,3
1923,725,9
1924,725,14
1925,725,11
1926,725,2
1927,725,23
1928,726,17
1929,726,4
1930,726,9
1931,726,11
1932,727,19
1933,728,11
1934,729,4
1935,729,7
1936,729,5
1937,729,2
1938,729,19
1939,730,20
1940,731,22
1941,732,11
1942,733,20
1943,733,4
1944,734,18
1945,735,23
1946,735,6
1947,736,24
1948,737,24
1949,737,17
1950,738,20
1951,739,21
1952,739,4
1953,739,6
1954,740,7
1955,740,20
1956,740,3
1957,741,15
1958,742,11
1959,743,16
1960,743,20
1961,744,1
1962,744,20
1963,745,11
1964,745,20
1965,746,20
1966,747,18
1967,748,1
1968,748,24
1969,748,21
1970,749,22
1971,750,9
1972,751,11
1973,751,11
1974,751,11
1975,752,20
1976,752,3
1977,752,16
1978,752,20
1979,753,17
1980,753,4
1981,753,5
1982,753,5
1983,753,10
1984,753,11
1985,754,18
1986,754,12
1987,755,15
1988,755,14
1989,755,20
1990,756,20
1991,757,23
1992,758,20
1993,758,11
1994,758,3
1995,759,1
1996,759,16
1997,759,2
1998,759,5
1999,759,6
2000,759,6
2001,759,20
2002,760,11
2003,761,2
2004,761,10
2005,761,15
2006,762,19
2007,762,3
2008,762,7
2009,762,14
2010,762,13
2011,763,22
2012,763,2
2013,763,14
2014,763,7
2015,764,23
2016,764,3
2017,765,20
2018,765,20
2019,766,14
2020,767,4
2021,767,7
2022,767,12
2023,767,12
2024,767,17
2025,768,3
2026,768,14
2027,768,23
2028,769,11
2029,769,1
2030,769,11
2031,769,9
2032,770,9
2033,771,12
2034,771,8
2035,771,20
2036,772,20
2037,773,11
2038,774,11
2039,774,3
2040,774,17
2041,775,6
2042,776,4
2043,776,15
2044,776,6
2045,776,4
2046,777,11
2047,777,1
2048,777,7
2049,777,8
2050,778,11
2051,779,22
2052,779,11
2053,779,20
2054,780,11
2055,780,2
2056,780,16
2057,780,15
2058,781,18
2059,781,3
2060,781,7
2061,781,9
2062,781,15
2063,782,11
2064,782,20
2065,783,20
2066,783,20
2067,784,4
2068,784,2
2069,785,20
2070,786,24
2071,787,20
2072,787,17
2073,788,11
2074,788,20
2075,789,13
2076,790,1
2077,790,11
2078,790,9
2079,790,9
2080,791,11
2081,791,4
2082,791,15
2083,791,20
2084,792,1
2085,792,20
2086,793,3
2087,794,13
2088,794,2
2089,794,14
2090,795,18
2091,796,20
2092,797,14
2093,797,20
2094,798,16
2095,798,20
2096,799,3
2097,799,15
2098,799,3
2099,799,5
2100,799,13
2101,799,4
2102,800,12
2103,800,12
2104,800,12
2105,801,11
2106,801,20
2107,801,23
2108,802,20
2109,802,20
2110,802,20
2111,803,24
2112,803,20
2113,804,9
2114,805,20
2115,805,1
2116,805,8
2117,806,11
2118,807,6
2119,807,8
2120,807,20
2121,808,11
2122,808,11
2123,809,4
2124,809,14
2125,809,7
2126,809,14
2127,810,18
2128,811,20
2129,812,4
2130,812,9
2131,812,7
2132,812,19
2133,813,20
2134,813,15
2135,813,20
2136,814,24
2137,815,20
2138,815,11
