order_menu_id,order_id,meal_id
175,81,18
176,81,9
177,82,3
178,82,11
179,82,18
180,83,4
181,84,15
182,84,19
183,85,18
184,85,2
185,86,16
186,87,12
187,87,16
188,88,8
189,88,19
190,89,14
191,90,7
192,91,2
193,92,4
194,92,16
195,93,18
196,93,18
197,93,12
198,94,7
199,95,19
200,95,12
201,95,15
202,96,1
203,96,13
204,96,8
205,97,3
206,97,11
207,97,8
208,98,9
209,98,6
210,98,4
211,99,9
212,100,5
213,100,18
214,101,11
215,102,8
216,102,14
217,102,15
218,103,17
219,103,7
220,103,15
221,104,7
222,105,13
223,105,12
224,105,13
225,106,13
226,106,16
227,107,8
228,107,17
229,108,5
230,109,2
231,110,13
232,110,18
233,110,14
234,111,6
235,111,18
236,112,17
237,113,12
238,114,10
239,115,14
240,115,1
241,115,5
242,116,3
243,117,5
244,117,9
245,118,19
246,118,15
247,119,3
248,120,1
249,120,18
250,121,1
251,121,16
252,122,12
253,122,2
254,122,12
255,123,2
256,124,5
257,125,10
258,125,17
259,126,3
260,126,5
261,126,16
262,127,10
263,127,2
264,128,4
265,128,13
266,129,13
267,129,14
268,130,5
269,131,19
270,131,5
271,132,10
272,132,8
273,133,8
274,133,3
275,133,16
276,134,16
277,134,16
278,135,12
279,136,5
280,137,15
281,138,19
282,139,13
283,140,3
284,140,15
285,141,7
286,141,10
287,141,4
288,142,16
289,142,5
290,143,4
291,143,9
292,143,16
293,144,18
294,145,13
295,145,4
296,145,19
297,146,15
298,146,6
299,147,3
300,147,7
301,148,2
302,148,3
303,149,4
304,149,10
305,149,18
306,150,17
307,150,16
308,151,11
309,151,3
310,151,12
311,152,3
312,152,18
313,153,8
314,154,6
315,155,14
316,155,14
317,155,8
318,156,11
319,157,9
320,158,3
321,158,7
322,159,18
323,159,15
324,159,19
325,160,10
326,160,9
327,160,1
328,161,5
329,162,8
330,163,3
331,164,18
332,164,17
333,164,3
334,165,13
335,166,7
336,166,19
337,166,4
338,167,9
339,168,12
340,168,1
341,169,5
342,170,13
343,171,4
344,171,14
345,172,10
346,173,11
347,174,8
348,174,7
349,175,8
350,175,5
351,176,19
352,176,11
353,177,1
354,177,18
355,178,4
356,178,18
357,178,19
358,179,10
359,180,15
360,180,5
361,181,10
362,181,17
363,182,4
364,182,8
365,182,1
366,183,8
367,184,6
368,184,9
369,185,2
370,185,7
371,186,4
372,186,17
373,186,10
374,187,6
375,188,13
376,189,12
377,189,18
378,189,12
379,190,10
380,190,14
381,191,11
382,191,16
383,191,10
384,192,1
385,192,18
386,193,7
387,193,8
388,194,11
389,195,13
390,196,9
391,196,3
392,197,17
393,197,18
394,198,15
395,198,6
396,199,7
397,199,14
398,200,18
399,200,14
400,201,18
401,201,8
402,202,10
403,202,1
404,202,16
405,203,10
406,203,18
407,204,5
408,205,7
409,205,13
410,205,15
411,206,4
412,206,16
413,206,13
414,207,4
415,207,9
416,208,4
417,208,5
418,209,5
419,210,5
420,210,6
421,210,1
422,211,3
423,212,14
424,213,7
425,213,17
426,214,3
427,214,7
428,214,4
429,215,4
430,215,9
431,215,17
432,216,1
433,216,14
434,217,6
435,217,16
436,218,16
437,218,11
438,219,3
439,219,11
440,219,14
441,220,9
442,220,1
443,220,19
444,221,17
445,221,4
446,221,1
447,222,15
448,222,5
449,223,7
450,223,10
451,223,2
452,224,12
453,224,16
454,225,1
455,225,16
456,226,16
457,226,4
458,227,5
459,227,17
460,228,4
461,228,16
462,228,4
463,229,1
464,230,9
465,230,3
466,231,4
467,231,2
468,232,5
469,232,1
470,233,6
471,233,13
472,234,5
473,235,1
474,235,15
475,236,5
476,236,1
477,237,7
478,237,3
479,238,2
480,238,10
481,239,17
482,239,15
483,240,6
484,240,19
485,240,1
486,241,8
487,242,12
488,242,9
489,242,4
490,243,19
491,243,19
492,244,4
493,245,18
494,245,9
495,246,17
496,246,1
497,247,7
498,248,2
499,248,16
500,248,12
501,249,16
502,250,12
503,250,13
504,250,2
505,251,6
506,252,2
507,252,16
508,252,1
509,253,9
510,254,13
511,255,9
512,255,4
513,256,16
514,257,4
515,257,12
516,257,6
517,258,19
518,258,10
519,258,2
520,259,17
521,259,4
522,259,7
523,260,16
524,261,6
525,261,19
526,261,4
527,262,17
528,262,13
529,262,4
530,263,5
531,263,1
532,263,12
533,264,11
534,264,7
535,265,8
536,266,14
537,266,14
538,266,9
539,267,1
540,268,19
541,268,13
542,268,5
543,269,5
544,269,1
545,270,11
546,270,13
547,271,7
548,271,15
549,271,11
550,272,12
551,272,15
552,273,11
553,273,8
554,273,15
555,274,12
556,275,10
557,276,4
558,277,19
559,277,15
560,277,5
561,278,6
562,278,12
563,279,9
564,279,6
565,280,19
566,280,1
567,280,1
568,281,7
569,281,10
570,281,5
571,282,13
572,282,4
573,283,17
574,283,2
575,284,13
576,284,8
577,285,8
578,286,12
579,286,13
580,286,13
581,287,13
582,287,17
583,287,15
584,288,19
585,288,8
586,288,6
587,289,12
588,290,17
589,290,2
590,290,5
591,291,16
592,291,14
593,291,5
594,292,19
595,292,3
596,292,2
597,293,12
598,293,7
599,293,8
600,294,13
601,294,12
602,295,9
603,296,13
604,297,5
605,297,1
606,297,4
607,298,15
608,298,6
609,299,4
610,299,9
611,300,1
612,300,5
613,300,5
614,301,18
615,301,10
616,301,13
617,302,11
618,302,5
619,303,1
620,304,14
621,305,9
622,305,17
623,306,18
624,307,16
625,308,11
626,308,3
627,309,9
628,310,8
629,310,17
630,310,5
631,311,3
632,311,6
633,312,17
634,313,10
635,314,2
636,314,12
637,314,5
638,315,5
639,315,1
640,316,1
641,317,13
642,317,3
643,317,12
644,318,10
645,318,5
646,318,13
647,319,3
648,319,10
649,319,8
650,320,7
651,321,2
652,321,11
653,321,11
654,322,12
655,322,7
656,323,4
657,323,17
658,323,14
659,324,15
660,324,10
661,325,9
662,325,16
663,326,9
664,326,15
665,326,2
666,327,11
667,328,17
668,328,5
669,328,10
670,329,16
671,329,19
672,330,13
673,331,8
674,332,6
675,332,15
676,333,3
677,334,4
678,334,7
679,335,10
680,335,13
681,336,12
682,336,3
683,336,11
684,337,15
685,338,15
686,338,12
687,339,2
688,339,4
689,340,12
690,341,5
691,341,11
692,341,1
693,342,14
694,343,18
695,343,2
696,343,3
697,344,7
698,344,3
699,344,6
700,345,10
701,346,7
702,346,6
703,346,12
704,347,15
705,347,4
706,348,2
707,349,19
708,349,5
709,350,14
710,350,6
711,351,9
712,351,1
713,352,9
714,353,13
715,353,8
716,353,16
717,354,9
718,354,6
719,355,13
720,355,2
721,356,10
722,356,4
723,357,6
724,357,18
725,358,10
726,358,16
727,358,16
728,359,9
729,360,6
730,360,18
731,360,5
732,361,7
733,361,3
734,362,15
735,363,7
736,363,10
737,364,14
738,364,5
739,365,4
740,365,2
741,365,2
742,366,10
743,366,15
744,367,7
745,367,3
746,368,12
747,368,1
748,368,17
749,369,10
750,369,10
751,369,13
752,370,17
753,370,2
754,371,6
755,371,17
756,371,9
757,372,18
758,373,7
759,374,3
760,374,17
761,374,1
762,375,15
763,376,9
764,377,16
765,377,7
766,378,17
767,379,14
768,380,19
769,381,13
770,381,7
771,382,13
772,382,4
773,382,19
774,383,16
775,384,18
776,384,19
777,384,16
778,385,14
779,385,6
780,386,15
781,386,13
782,386,3
783,387,6
784,387,9
785,387,7
786,388,18
787,388,14
788,389,15
789,389,14
790,390,2
791,390,5
792,391,19
793,392,8
794,393,3
795,394,1
796,394,5
797,394,18
798,395,12
799,395,9
800,395,19
801,396,6
802,396,9
803,397,7
804,397,15
805,398,6
806,398,17
807,398,8
808,399,7
809,400,11
810,400,19
811,401,19
812,401,3
813,402,6
814,402,3
815,402,11
816,403,19
817,403,8
818,404,8
819,405,10
820,406,10
821,406,9
822,407,17
823,407,9
824,407,19
825,408,11
826,408,10
827,409,2
828,409,8
829,410,16
830,410,19
831,411,2
832,411,1
833,411,10
834,412,5
835,412,18
836,413,11
837,413,12
838,414,6
839,415,17
840,415,13
841,416,19
842,416,1
843,417,19
844,417,4
845,417,5
846,418,12
847,418,16
848,418,7
849,419,17
850,419,11
851,419,9
852,420,8
853,420,13
854,421,15
855,421,5
856,421,18
857,422,9
858,423,6
859,423,18
860,423,1
861,424,11
862,424,8
863,424,13
864,425,13
865,425,7
866,426,3
867,426,2
868,426,11
869,427,10
870,427,8
871,428,14
872,428,12
873,429,8
874,429,7
875,429,18
876,430,14
877,430,11
878,430,4
879,431,19
880,432,6
881,432,2
882,433,6
883,434,6
884,435,17
885,435,10
886,436,16
887,436,18
888,437,4
889,438,9
890,438,3
891,439,16
892,439,3
893,440,7
894,440,18
895,440,4
896,441,3
897,441,4
898,441,6
899,442,2
900,442,7
901,442,6
902,443,6
903,444,17
904,445,3
905,445,1
906,446,11
907,446,6
908,446,15
909,447,14
910,448,18
911,448,14
912,448,13
913,449,4
914,450,16
915,450,10
916,450,1
917,451,11
918,451,14
919,451,13
920,452,14
921,452,5
922,453,8
923,453,19
924,453,7
925,454,14
926,455,10
927,455,13
928,456,16
929,457,18
930,458,9
931,458,11
932,458,14
933,459,14
934,459,17
935,459,7
936,460,12
937,461,12
938,461,5
939,462,12
940,462,4
941,463,9
942,463,6
943,464,10
944,465,14
945,466,2
946,466,12
947,467,1
948,467,4
949,467,11
950,468,10
951,469,15
952,469,17
953,470,1
954,470,1
955,471,6
956,472,3
957,473,5
958,473,10
959,473,9
960,474,17
961,474,8
962,475,7
963,475,5
964,476,8
965,477,17
966,478,12
967,479,10
968,479,13
969,479,10
970,480,11
971,481,13
972,481,10
973,481,11
974,482,19
975,483,1
976,483,15
977,483,12
978,484,6
979,485,8
980,486,1
981,486,12
982,486,8
983,487,5
984,487,5
985,487,4
986,488,5
987,488,4
988,488,5
989,489,11
990,489,16
991,490,15
992,490,15
993,491,5
994,492,10
995,492,16
996,492,3
997,493,2
998,493,10
999,493,11
1000,494,11
1001,494,13
1002,494,13
1003,495,15
1004,495,9
1005,496,9
1006,497,13
1007,497,12
1008,498,14
1009,499,1
1010,500,18
1011,500,5
1012,500,13
1013,501,5
1014,501,2
1015,502,5
1016,503,10
1017,503,12
1018,504,5
1019,504,10
1020,504,11
1021,505,13
1022,506,15
1023,506,9
1024,506,19
1025,507,12
1026,507,10
1027,507,11
1028,508,10
1029,508,6
1030,509,2
1031,510,14
1032,510,13
1033,510,14
1034,511,7
1035,511,8
1036,512,7
1037,512,14
1038,512,5
1039,513,10
1040,514,7
1041,515,6
1042,515,7
1043,515,18
1044,516,1
1045,517,8
1046,518,4
1047,518,15
1048,518,6
1049,519,7
1050,520,15
1051,520,11
1052,520,16
1053,521,6
1054,521,1
1055,521,11
1056,522,16
1057,522,19
1058,522,19
1059,523,9
1060,523,11
1061,524,19
1062,524,12
1063,524,1
1064,525,14
1065,525,7
1066,525,8
1067,526,16
1068,526,17
1069,527,10
1070,527,6
1071,527,1
1072,528,12
1073,528,4
1074,529,17
1075,529,3
1076,529,5
1077,530,8
1078,530,19
1079,530,13
1080,531,10
1081,531,11
1082,532,13
1083,532,16
1084,533,12
1085,533,7
1086,534,10
1087,534,6
1088,534,5
1089,535,3
1090,535,9
1091,535,8
1092,536,2
1093,536,1
1094,537,4
1095,537,13
1096,538,4
1097,539,13
1098,539,14
1099,539,14
1100,540,11
1101,540,10
1102,540,8
1103,541,18
1104,541,16
1105,541,5
1106,542,18
1107,543,8
1108,543,6
1109,544,12
1110,545,18
1111,546,18
1112,547,16
1113,547,15
1114,548,13
1115,549,7
1116,550,3
1117,550,11
1118,550,8
1119,551,14
1120,551,12
1121,552,18
1122,552,8
1123,553,14
1124,553,13
1125,553,12
1126,554,14
1127,555,15
1128,555,13
1129,555,17
1130,556,10
1131,556,7
1132,556,7
1133,557,4
1134,557,16
1135,557,4
1136,558,9
1137,559,10
1138,560,2
1139,560,1
1140,561,5
1141,561,19
1142,561,2
1143,562,1
1144,562,12
1145,563,1
1146,563,3
1147,563,1
1148,564,1
1149,564,3
1150,565,3
1151,566,15
1152,566,3
1153,566,18
1154,567,9
1155,567,8
1156,567,12
1157,568,10
1158,568,17
1159,568,18
1160,569,11
1161,569,13
1162,569,1
1163,570,9
1164,570,4
1165,571,4
1166,571,10
1167,571,12
1168,572,19
1169,573,12
1170,573,1
1171,573,6
1172,574,11
1173,574,2
1174,575,15
1175,576,9
1176,576,11
1177,577,15
1178,577,2
1179,577,10
1180,578,18
1181,578,19
1182,579,11
1183,579,3
1184,579,4
1185,580,13
1186,580,2
1187,580,16
1188,581,9
1189,581,8
1190,582,3
1191,582,6
1192,583,8
1193,583,10
1194,584,7
1195,585,5
1196,585,1
1197,585,4
1198,586,3
1199,586,6
1200,586,8
1201,587,11
1202,588,5
1203,588,14
1204,589,8
1205,589,7
1206,590,4
1207,591,6
1208,592,8
1209,592,12
1210,592,12
1211,593,10
1212,593,17
1213,594,9
1214,595,17
1215,595,9
1216,595,14
1217,596,8
1218,596,3
1219,597,15
1220,598,18
1221,598,2
1222,598,7
1223,599,12
1224,599,13
1225,599,19
1226,600,11
1227,600,9
1228,600,7
1229,601,12
1230,601,9
1231,601,11
1232,602,9
1233,603,19
1234,603,15
1235,603,3
1236,604,4
1237,605,5
1238,605,8
1239,606,19
1240,607,13
1241,607,14
1242,608,4
1243,608,16
1244,609,6
1245,609,15
1246,609,15
1247,610,4
1248,610,8
1249,611,18
1250,611,19
1251,612,12
1252,612,14
1253,612,16
1254,613,18
1255,613,13
1256,614,7
1257,614,15
1258,614,4
1259,615,3
1260,616,8
1261,616,7
1262,616,2
1263,617,14
1264,618,14
1265,619,18
1266,620,6
1267,621,1
1268,622,19
1269,622,1
1270,622,14
1271,623,9
1272,623,17
1273,624,8
1274,624,17
1275,625,18
1276,625,11
1277,625,13
1278,626,19
1279,626,17
1280,626,4
1281,627,7
1282,628,7
1283,628,19
1284,628,17
1285,629,7
1286,629,13
1287,630,19
1288,630,4
1289,631,14
1290,631,14
1291,631,17
1292,632,4
1293,632,19
1294,632,15
1295,633,12
1296,633,9
1297,633,4
1298,634,10
1299,635,8
1300,635,4
1301,636,18
1302,636,8
1303,636,9
1304,637,6
1305,638,5
1306,638,3
1307,638,2
1308,639,12
1309,640,8
1310,640,11
1311,641,3
1312,641,14
1313,641,3
1314,642,6
1315,642,17
1316,642,17
1317,643,5
1318,643,5
1319,644,7
1320,645,7
1321,645,2
1322,646,11
1323,647,16
1324,647,2
1325,647,11
1326,648,3
1327,648,6
1328,648,19
1329,649,8
1330,649,7
1331,650,3
1332,650,4
1333,651,1
1334,652,12
1335,652,18
1336,652,1
1337,653,5
1338,653,17
1339,653,19
1340,654,5
1341,655,13
1342,655,13
1343,656,1
1344,656,2
1345,656,6
1346,657,14
1347,657,5
1348,657,12
1349,658,15
1350,658,5
1351,658,8
1352,659,4
1353,659,18
1354,659,4
1355,660,11
1356,660,6
1357,661,13
1358,661,5
1359,661,8
1360,662,5
1361,662,18
1362,662,12
1363,663,17
1364,663,10
1365,663,7
1366,664,12
1367,665,9
1368,665,6
1369,665,18
1370,666,14
1371,666,15
1372,666,8
1373,667,17
1374,668,19
1375,668,3
1376,668,8
1377,669,14
1378,669,19
1379,670,17
1380,670,9
1381,671,17
1382,672,1
1383,672,18
1384,672,2
1385,673,17
1386,673,10
1387,674,1
1388,674,15
1389,675,16
1390,675,1
1391,676,5
1392,676,16
1393,677,12
1394,678,9
1395,678,4
1396,678,10
1397,679,13
1398,679,17
1399,680,9
1400,681,15
1401,681,6
1402,681,17
1403,682,10
1404,683,1
1405,684,1
1406,685,4
1407,686,6
1408,686,3
1409,686,16
1410,687,4
1411,687,19
1412,687,2
1413,688,8
1414,688,15
1415,688,13
1416,689,6
1417,690,18
1418,690,18
1419,690,9
1420,691,11
1421,692,8
1422,692,2
1423,693,2
1424,693,13
1425,694,11
1426,694,5
1427,695,18
1428,695,15
1429,695,16
1430,696,5
1431,696,2
1432,697,2
1433,697,9
1434,697,6
1435,698,7
1436,698,2
1437,698,9
1438,699,1
1439,700,18
1440,701,9
1441,702,13
1442,703,13
1443,704,14
1444,705,6
1445,705,2
1446,705,11
1447,706,19
1448,706,19
1449,707,8
1450,708,15
1451,708,16
1452,709,3
1453,709,17
1454,710,6
1455,711,7
1456,712,7
1457,712,11
1458,713,4
1459,713,3
1460,714,1
1461,715,15
1462,716,15
1463,716,6
1464,716,8
1465,717,7
1466,718,3
1467,718,2
1468,719,12
1469,719,15
1470,720,18
1471,720,5
1472,721,2
1473,721,16
1474,721,1
1475,722,16
1476,722,9
1477,722,2
1478,723,14
1479,724,8
1480,725,3
1481,725,16
1482,725,17
1483,726,4
1484,726,1
1485,726,12
1486,727,5
1487,728,12
1488,729,2
1489,729,15
1490,729,4
1491,730,7
1492,731,17
1493,732,14
1494,733,7
1495,733,15
1496,734,4
1497,735,19
1498,735,9
1499,736,19
1500,737,17
1501,737,5
1502,738,6
1503,739,18
1504,739,1
1505,740,9
1506,740,7
1507,740,15
1508,741,10
1509,742,12
1510,743,9
1511,743,5
1512,744,15
1513,744,7
1514,745,14
1515,745,6
1516,746,7
1517,747,4
1518,748,16
1519,748,19
1520,748,18
1521,749,18
1522,750,11
1523,751,12
1524,751,13
1525,751,13
1526,752,4
1527,752,1
1528,752,7
1529,753,4
1530,753,3
1531,753,13
1532,754,5
1533,754,11
1534,755,11
1535,755,9
1536,755,4
1537,756,8
1538,757,17
1539,758,5
1540,758,13
1541,758,16
1542,759,1
1543,759,3
1544,759,8
1545,760,14
1546,761,16
1547,761,10
1548,761,9
1549,762,5
1550,762,2
1551,762,9
1552,763,18
1553,763,2
1554,764,19
1555,764,16
1556,765,7
1557,765,8
1558,766,9
1559,767,3
1560,767,5
1561,768,1
1562,768,17
1563,769,12
1564,769,2
1565,770,9
1566,771,10
1567,771,11
1568,771,6
1569,772,6
1570,773,12
1571,774,13
1572,774,15
1573,774,4
1574,775,9
1575,776,2
1576,776,16
1577,777,12
1578,777,2
1579,778,13
1580,779,17
1581,779,13
1582,779,7
1583,780,13
1584,780,2
1585,781,5
1586,781,3
1587,782,12
1588,782,5
1589,783,6
1590,783,4
1591,784,15
1592,784,15
1593,785,7
1594,786,19
1595,787,6
1596,787,4
1597,788,12
1598,788,7
1599,789,11
1600,790,2
1601,790,11
1602,791,12
1603,791,1
1604,791,8
1605,792,16
1606,792,8
1607,793,15
1608,794,10
1609,794,1
1610,795,4
1611,796,7
1612,797,9
1613,797,7
1614,798,11
1615,798,7
1616,799,1
1617,799,2
1618,799,15
1619,800,9
1620,800,9
1621,800,10
1622,801,12
1623,801,7
1624,801,19
1625,802,4
1626,802,6
1627,802,7
1628,803,17
1629,803,6
1630,804,10
1631,805,7
1632,805,1
1633,806,14
1634,807,11
1635,807,10
1636,807,7
1637,808,14
1638,808,13
1639,809,3
1640,810,4
1641,811,6
1642,812,2
1643,812,5
1644,813,7
1645,813,9
1646,813,6
1647,814,17
1648,815,6
1649,815,14
1650,815,11
1651,816,6
1652,816,4
1653,816,11
1654,817,11
1655,817,8
1656,818,7
1657,819,19
1658,819,3
1659,820,17
1660,820,3
1661,820,6
1662,821,9
1663,822,3
1664,822,10
1665,822,4
1666,823,12
1667,824,1
1668,825,17
1669,825,14
1670,825,6
1671,826,4
1672,826,17
1673,827,10
1674,828,15
1675,829,17
1676,829,11
1677,830,14
1678,831,6
1679,831,4
1680,832,18
1681,833,15
1682,833,5
1683,834,9
1684,834,17
1685,835,14
1686,835,14
1687,835,6
1688,836,8
1689,836,8
1690,837,2
1691,837,17
1692,838,12
1693,838,8
1694,839,4
1695,839,19
1696,839,1
1697,840,15
1698,840,7
1699,841,10
1700,842,19
1701,842,12
1702,843,16
1703,843,4
1704,844,5
1705,844,18
1706,845,4
1707,845,2
1708,845,16
1709,846,5
1710,846,10
1711,847,3
1712,847,9
1713,848,19
1714,849,7
1715,849,17
1716,850,12
1717,850,16
1718,851,17
1719,852,6
1720,852,1
1721,853,15
1722,853,7
1723,853,14
1724,854,16
1725,854,14
1726,855,19
1727,855,6
1728,856,1
1729,856,13
1730,857,1
1731,857,5
1732,857,2
1733,858,1
1734,858,5
1735,859,14
1736,860,15
1737,861,4
1738,861,11
1739,862,15
1740,863,16
1741,863,3
1742,863,3
1743,864,15
1744,865,11
1745,865,2
1746,866,15
1747,867,14
1748,867,15
1749,867,5
1750,868,19
1751,868,13
1752,868,5
1753,869,11
1754,870,15
1755,870,1
1756,871,8
1757,871,9
1758,871,14
1759,872,12
1760,873,16
1761,873,12
1762,874,16
1763,874,11
1764,874,19
1765,875,11
1766,875,10
1767,875,14
1768,876,8
1769,876,6
1770,877,7
1771,877,16
1772,877,11
1773,878,1
1774,878,15
1775,878,2
1776,879,16
1777,879,6
1778,879,13
1779,880,4
1780,880,3
1781,881,8
1782,881,16
1783,881,8
1784,882,11
1785,883,11
1786,884,8
1787,885,4
1788,886,12
1789,887,6
1790,888,15
1791,888,13
1792,888,18
1793,889,4
1794,889,4
1795,890,3
1796,890,10
1797,890,4
1798,891,14
1799,891,7
1800,892,15
1801,892,11
1802,892,1
1803,893,2
1804,894,16
1805,894,3
1806,895,16
1807,896,13
1808,897,6
1809,897,10
1810,897,8
1811,898,7
1812,899,15
1813,900,2
1814,900,12
1815,901,8
1816,902,18
1817,902,4
1818,902,10
1819,903,7
1820,903,4
1821,903,11
1822,904,9
1823,904,9
1824,905,17
1825,905,7
1826,905,8
1827,906,8
1828,906,3
1829,907,14
1830,907,7
1831,908,8
1832,908,4
1833,909,7
1834,909,8
1835,910,3
1836,910,15
1837,910,4
1838,911,19
1839,911,13
1840,912,5
1841,912,9
1842,913,11
1843,913,2
1844,914,4
1845,914,17
1846,914,16
1847,915,13
1848,915,2
1849,916,3
1850,916,5
1851,916,19
1852,917,6
1853,917,7
1854,918,17
1855,919,17
1856,919,13
1857,920,16
1858,920,18
1859,921,15
1860,922,12
1861,923,12
1862,923,18
1863,923,19
1864,924,9
1865,924,12
1866,924,11
1867,925,17
1868,925,10
1869,925,8
1870,926,10
1871,926,11
1872,926,8
1873,927,14
1874,928,1
1875,928,8
1876,928,6
1877,929,5
1878,929,1
1879,930,12
1880,931,4
1881,931,4
1882,931,13
1883,932,13
1884,932,16
1885,932,17
1886,933,13
1887,934,14
1888,934,12
1889,934,8
1890,935,7
1891,935,12
1892,935,3
1893,936,18
1894,936,12
1895,937,8
1896,937,10
1897,937,17
1898,938,6
1899,938,10
1900,938,17
1901,939,16
1902,940,11
1903,940,9
1904,941,16
1905,941,1
1906,941,3
1907,942,17
1908,943,19
1909,944,19
1910,944,14
1911,944,11
1912,945,16
1913,946,6
1914,946,18
1915,947,15
1916,948,14
1917,949,11
1918,950,16
1919,950,3
1920,950,15
1921,951,17
1922,951,7
1923,951,2
1924,952,15
1925,952,13
1926,952,19
1927,953,2
1928,953,11
1929,954,10
1930,954,10
1931,954,3
1932,955,4
1933,955,5
1934,956,10
1935,957,15
1936,958,4
1937,958,6
1938,958,2
1939,959,2
1940,959,11
1941,959,16
1942,960,11
1943,961,5
1944,961,2
1945,961,2
1946,962,11
1947,963,6
1948,963,14
1949,963,12
1950,964,19
1951,965,17
1952,965,9
1953,965,3
1954,966,11
1955,966,4
1956,967,19
1957,968,1
1958,968,7
1959,969,4
1960,970,18
1961,970,7
1962,970,1
1963,971,5
1964,971,17
1965,971,19
1966,972,1
1967,972,14
1968,972,6
1969,973,14
1970,973,19
1971,973,13
1972,974,5
1973,974,5
1974,974,1
1975,975,8
1976,975,5
1977,975,8
1978,976,18
1979,976,4
1980,976,18
1981,977,5
1982,978,6
1983,979,18
1984,979,13
1985,979,10
1986,980,10
1987,981,11
1988,981,13
1989,982,9
1990,982,8
1991,982,11
1992,983,10
1993,984,3
1994,984,16
1995,984,11
1996,985,12
1997,985,16
1998,986,2
1999,986,14
2000,987,16
2001,987,9
2002,987,4
2003,988,17
2004,988,5
2005,988,19
2006,989,17
2007,989,5
2008,990,19
2009,990,6
2010,991,3
2011,991,16
2012,992,2
2013,992,3
2014,993,7
2015,993,12
2016,993,6
2017,994,2
2018,995,17
2019,995,1
2020,996,15
2021,996,18
2022,996,7
2023,997,14
2024,997,8
2025,998,10
2026,998,9
2027,999,10
2028,999,6
2029,1000,6
2030,1001,6
2031,1002,16
2032,1003,6
2033,1004,15
2034,1004,5
2035,1004,19
2036,1005,5
2037,1006,12
2038,1006,15
2039,1007,19
2040,1007,8
2041,1007,5
2042,1008,15
2043,1008,8
2044,1008,9
2045,1009,10
2046,1009,9
2047,1010,15
2048,1010,12
2049,1011,10
2050,1012,13
2051,1012,11
2052,1012,1
2053,1013,14
2054,1014,7
2055,1015,14
2056,1015,5
2057,1016,10
2058,1016,5
2059,1016,12
2060,1017,1
2061,1017,19
2062,1017,1
2063,1018,18
2064,1018,13
2065,1018,8
2066,1019,19
2067,1020,9
2068,1020,4
2069,1021,18
2070,1022,18
2071,1022,2
2072,1022,15
2073,1023,14
2074,1024,10
2075,1024,15
2076,1024,18
2077,1025,14
2078,1025,12
2079,1025,15
2080,1026,17
2081,1026,11
2082,1027,5
2083,1028,15
2084,1028,17
2085,1029,18
2086,1029,15
2087,1029,3
2088,1030,10
2089,1030,3
2090,1031,14
2091,1032,11
2092,1033,16
2093,1033,11
2094,1034,3
2095,1034,3
2096,1035,4
2097,1036,6
2098,1037,3
2099,1038,9
2100,1039,4
2101,1040,13
2102,1041,1
2103,1041,16
2104,1042,11
2105,1043,17
2106,1044,13
2107,1045,6
2108,1045,18
2109,1046,1
2110,1046,18
2111,1046,1
2112,1047,6
2113,1047,17
2114,1047,19
2115,1048,10
2116,1048,9
2117,1049,1
2118,1050,9
2119,1050,11
2120,1051,16
2121,1051,18
2122,1051,18
2123,1052,7
2124,1052,1
